doc_id,approved,p_true,item_category,supplier_trust,increase_rate,month,days_since_last_change,season_signal,rule_violation,exception_flags,review_result
DOC-000129,0,0.6973360516686403,frozen,0.7185558772859356,0.04959781475475957,11,12.409054230415018,0.38971143170299744,none,,승인가능
DOC-000130,1,0.8579565381639143,grain,0.68,0.05780737376648084,9,168.41152500891718,0.30310889132455354,none,,승인가능
DOC-000131,1,0.39727117698992515,vegetable,0.55,0.07646540978412801,9,21.825892915064355,0.4750000000000001,none,,승인가능
DOC-000132,0,0.02,vegetable,0.7734907905857604,0.029283169461418835,4,34.34322165808009,5.817072295949927e-17,missing_required,missing_required,확인필요
DOC-000133,0,0.9144789788143582,seafood,0.7734907905857604,0.06997979799869575,1,133.98405969535082,0.85,none,,승인가능
DOC-000134,1,0.931321716515951,frozen,0.8990778262786678,0.0691479162555366,9,121.69219849937683,2.7554552980815448e-17,none,,승인가능
DOC-000135,0,0.5736980080531111,meat,0.48,0.07132244069928498,6,250.54732345217485,3.367778697655222e-17,none,,승인가능
DOC-000136,1,0.7668498322495337,vegetable,0.5376007584991788,-0.0019832188345023346,11,27.87240840305969,-0.47499999999999976,none,,승인가능
DOC-000137,0,0.8373789441534794,grain,0.68,0.06844457559713152,10,163.66907765419043,0.35,none,,승인가능
DOC-000138,1,0.9415565993770104,vegetable,0.8,0.03427638411050277,6,101.69243535673115,0.8227241335952168,none,,승인가능
DOC-000139,1,0.3786283705906727,vegetable,0.7734907905857604,0.10035476376387935,12,23.203167098448258,-0.8227241335952168,none,,승인가능
DOC-000140,1,0.8039212832684175,frozen,0.7185558772859356,0.018995248723066127,5,17.30974411991969,-0.3897114317029975,none,,승인가능
DOC-000141,0,0.05395742950724948,frozen,0.5987221485779054,0.21744543800632496,5,121.36390096234781,-0.3897114317029975,none,,승인가능
DOC-000142,0,0.33939244686846126,dairy,0.5376007584991788,0.08567354042098983,6,38.606118614870866,2.4492935982947065e-17,none,,승인가능
DOC-000143,1,0.7689918624743958,meat,0.5376007584991788,0.037043739357975614,11,117.17901855766445,0.2750000000000001,none,,승인가능
DOC-000144,0,0.1451652093040991,meat,0.7185558772859356,0.23757706988108257,7,60.01487216656289,0.2750000000000001,none,,승인가능
DOC-000145,0,0.9444566980819805,dairy,0.7734907905857604,0.022994848091876997,5,155.51742981413145,0.20000000000000007,none,,승인가능
DOC-000146,1,0.6610616179348314,grain,0.55,0.04712269761282825,9,58.056719921963236,0.30310889132455354,none,,승인가능
DOC-000147,1,0.8553548285126051,seafood,0.8,0.08030213992988995,2,55.71950846738995,0.7361215932167728,none,,승인가능
DOC-000148,1,0.5112312035226653,dairy,0.5987221485779054,0.08633800679153639,5,52.28633241777517,0.20000000000000007,none,,승인가능
DOC-000149,1,0.7055974987557555,sauce,0.7185558772859356,0.0629784876425093,3,36.012050066669666,1.8369701987210297e-17,none,,승인가능
DOC-000150,1,0.917484723040587,sauce,0.8,0.032937050219725074,6,66.72245519680241,0.3,none,,승인가능
DOC-000151,0,0.02,grain,0.48,0.034498623251785036,9,165.55773983520544,0.30310889132455354,duplicate,duplicate_suspected,보류필요
DOC-000152,0,0.6059435253051901,dairy,0.5376007584991788,0.03311050817358818,3,25.32688540316513,0.4,none,,승인가능
DOC-000153,1,0.8290305602662762,sauce,0.5987221485779054,0.013644226906234312,12,64.12455879540215,-0.3,none,,승인가능
DOC-000154,1,0.6951078233998522,grain,0.5987221485779054,0.024616898882911162,8,21.79749633951688,0.17500000000000002,none,,승인가능
DOC-000155,1,0.8615428043563306,dairy,0.8,0.07420673571154113,8,153.64440971018473,-0.3464101615137755,none,,승인가능
DOC-000156,1,0.9622904781564909,meat,0.8990778262786678,0.04908736599452085,9,147.01788347086224,0.55,none,,승인가능
DOC-000157,1,0.9548660734303676,grain,0.8990778262786678,0.054817430028654066,1,237.91188851507778,-6.429395695523604e-17,none,,승인가능
DOC-000158,0,0.3876209345070337,grain,0.72,0.09232811474921883,7,5.878224974847293,2.143131898507868e-17,none,,승인가능
DOC-000159,0,0.13776110078166853,grain,0.5376007584991788,0.18848795912427874,11,88.52971193800448,0.30310889132455354,none,,승인가능
DOC-000160,1,0.6440387597416455,dairy,0.5987221485779054,0.036690647606394955,11,29.357615036939116,-0.20000000000000018,none,,승인가능
DOC-000161,0,0.36771328244205775,grain,0.72,0.09652840069212704,6,10.824556801180096,-0.1749999999999999,none,,승인가능
DOC-000162,0,0.02,packaging,0.7185558772859356,0.010535325537537221,11,43.364266196317374,0.04330127018922192,unit_mismatch,spec_mismatch;unit_mismatch,보류필요
DOC-000163,1,0.7200723335869577,dairy,0.5376007584991788,0.02690661656977792,10,66.58202354376897,-0.34641016151377557,none,,승인가능
DOC-000164,1,0.7985982659679218,frozen,0.5987221485779054,0.005805040713154172,8,31.390687934758965,-0.2249999999999999,none,,승인가능
DOC-000165,0,0.02,vegetable,0.68,0.021299060617328665,11,129.73147301364625,-0.47499999999999976,unit_mismatch,spec_mismatch;unit_mismatch,보류필요
DOC-000166,1,0.789052128647437,frozen,0.8,0.06632069872192825,6,54.4783786189763,-0.45,none,,승인가능
DOC-000167,1,0.6725790434469094,packaging,0.5987221485779054,0.07065641381898168,8,108.54050631224146,-0.025000000000000022,none,,승인가능
DOC-000168,1,0.8184694928819121,meat,0.8,0.058589708497271735,6,40.12064992820464,3.367778697655222e-17,none,,승인가능
DOC-000169,0,0.46937102335221376,vegetable,0.5987221485779054,0.057478574926629784,3,25.15171377484481,-0.47499999999999976,none,,승인가능
DOC-000170,1,0.6962922071565323,seafood,0.5987221485779054,0.017146844652190803,3,12.414021965815563,0.4250000000000001,none,,승인가능
DOC-000171,1,0.8556032862876863,vegetable,0.5376007584991788,0.012848708678064452,4,179.99734783097978,5.817072295949927e-17,none,,승인가능
DOC-000172,1,0.8909830208281758,packaging,0.72,0.002690971392612661,11,32.6262307557277,0.04330127018922192,none,,승인가능
DOC-000173,0,0.31296814753851054,frozen,0.5479213433588199,0.14629671458538737,3,480.02658343695975,-8.266365894244634e-17,none,,승인가능
DOC-000174,1,0.6529251645930211,packaging,0.7185558772859356,0.0877385953645679,11,51.42581336059279,0.04330127018922192,none,,승인가능
DOC-000175,0,0.913566738853979,grain,0.8,0.0398042267097878,7,86.0514962598834,2.143131898507868e-17,none,,승인가능
DOC-000176,0,0.5728960714425964,seafood,0.48,0.014480330735471239,1,11.793227545328174,0.85,none,,승인가능
DOC-000177,0,0.42945667788782804,frozen,0.72,0.15146036276927682,10,59.9412400560401,0.22500000000000006,none,,승인가능
DOC-000178,1,0.896978228080758,sauce,0.7185558772859356,0.007068146623004819,6,43.16289816243454,0.3,none,,승인가능
DOC-000179,1,0.9124813344524809,meat,0.72,0.030941751990809802,5,185.9823373561604,-0.2749999999999999,none,,승인가능
DOC-000180,0,0.43134824701608254,packaging,0.48,0.09422722702073394,7,188.23410490920804,-0.043301270189221946,none,,승인가능
DOC-000181,1,0.867778023787641,dairy,0.7734907905857604,0.04418329294909248,7,65.14199042683997,-0.19999999999999993,none,,승인가능
DOC-000182,0,0.03503914066918995,frozen,0.5479213433588199,0.20979562625497292,5,89.51822967535031,-0.3897114317029975,none,,승인가능
DOC-000183,1,0.7723763559322384,seafood,0.5376007584991788,0.020937585526419455,9,84.73167210220073,-0.4250000000000004,none,,승인가능
DOC-000184,0,0.6001436243448508,vegetable,0.7185558772859356,0.07411634322936182,12,52.513174102699296,-0.8227241335952168,none,,승인가능
DOC-000185,0,0.770690506209928,meat,0.5376007584991788,0.03293481636339597,4,163.16024589746033,-0.47631397208144133,none,,승인가능
DOC-000186,1,0.9094318982709679,grain,0.8,0.036460740803511735,8,65.9577001748051,0.17500000000000002,none,,승인가능
DOC-000187,1,0.7812030783599841,vegetable,0.72,0.05743717562620771,1,109.048933743793,-0.95,none,,승인가능
DOC-000188,0,0.8752373982561416,vegetable,0.72,0.03151953929988532,9,57.800691202646014,0.4750000000000001,none,,승인가능
DOC-000189,1,0.9363053404858291,dairy,0.7734907905857604,0.02508169190920724,10,154.59590455754585,-0.34641016151377557,none,,승인가능
DOC-000190,0,0.02,sauce,0.5987221485779054,0.04473552443279665,2,72.60178710163319,-0.14999999999999994,missing_required,missing_required,확인필요
DOC-000191,1,0.6745626071014694,grain,0.5479213433588199,0.06312276908869423,7,144.60363158271304,2.143131898507868e-17,none,,승인가능
DOC-000192,0,0.029629777095452767,meat,0.8,0.2824457163938165,4,65.2859611929105,-0.47631397208144133,none,,승인가능
DOC-000193,0,0.3295620349534324,sauce,0.5987221485779054,0.0700772255020078,12,10.456893996150626,-0.3,none,,승인가능
DOC-000194,0,0.6886825504734055,seafood,0.68,0.06541489645548151,6,86.00434035585653,-0.7361215932167728,none,,승인가능
DOC-000195,1,0.34051111002269907,packaging,0.7185558772859356,0.11119482822793134,6,15.393381117104573,-0.05,none,,승인가능
DOC-000196,0,0.2776171690101582,frozen,0.561851874525168,0.11408300548317465,2,38.77702646564067,0.22500000000000006,none,,승인가능
DOC-000197,1,0.30017491559148807,frozen,0.8990778262786678,0.23324609183135703,2,36.59025262108452,0.22500000000000006,none,,승인가능
DOC-000198,1,0.8605162480374412,meat,0.7185558772859356,0.03719008596922227,3,90.37928661468955,-0.55,none,,승인가능
DOC-000199,1,0.9159767397756798,vegetable,0.72,0.002537843495249749,12,57.14368702110051,-0.8227241335952168,none,,승인가능
DOC-000200,1,0.6785671906948917,vegetable,0.5987221485779054,0.02764154799944437,1,35.425114211644036,-0.95,none,,승인가능
DOC-000201,1,0.8831018656352797,dairy,0.8,0.05795427901172944,11,100.0915515460075,-0.20000000000000018,none,,승인가능
DOC-000202,0,0.02,seafood,0.7185558772859356,0.012658212005722418,10,90.06389167320866,-1.5614246689128752e-16,duplicate,duplicate_suspected,보류필요
DOC-000203,1,0.6470082025660914,vegetable,0.5479213433588199,0.05707333824351871,12,233.5322281083667,-0.8227241335952168,none,,승인가능
DOC-000204,1,0.757067110981117,frozen,0.5376007584991788,0.033480673423034395,6,134.48841292522408,-0.45,none,,승인가능
DOC-000205,0,0.911897439834309,frozen,0.8,0.03369940930191366,10,62.72938951469195,0.22500000000000006,none,,승인가능
DOC-000206,0,0.02,meat,0.5376007584991788,0.0813461962246213,6,187.7403162998335,3.367778697655222e-17,spec_mismatch,spec_mismatch,보류필요
DOC-000207,1,0.8424863961005155,seafood,0.7185558772859356,0.056124513636600135,5,147.90571825893565,-0.4249999999999998,none,,승인가능
DOC-000208,1,0.5448618144172093,grain,0.5479213433588199,0.08836717283914139,10,89.00503553439219,0.35,none,,승인가능
DOC-000209,0,0.02,sauce,0.7185558772859356,0.023700916337044027,7,17.07050734100799,0.2598076211353316,unit_mismatch,spec_mismatch;unit_mismatch,보류필요
